"text","label","","","","","","","","","","","","",""
"MB 인수위 때도 여가부 통일부 폐지를 주장했었으나 실패했다","사실","","","","","","","","","","","","",""
"인수위원장 맡은 뒤 국무총리까지 간 경우는 없다","사실","","","","","","","","","","","","",""
"장애인 이동권을 위한 지하철 엘리베이터 94% 설치되었고, 나머지는 사유지를 뚫지 않고서는 설치할 수 없는 곳들이다","사실","","","","","","","","","","","","",""
"민주당도 과거에 법무부 장관 수사지휘권 폐지 요구했다","사실","","","","","","","","","","","","",""
"촉법소년은 연쇄살인 저질러도 최대 2년 소년원에 송치될 뿐이다","사실","","","","","","","","","","","","",""
"역대 양주시장은 모두 양주시 공무원 출신이었다","사실","","","","","","","","","","","","",""
"산불재난 특수진화대원, 초과근무수당 0원이다","사실","","","","","","","","","","","","",""
"윤 당선인에 대한 2030여성 지지율 18~20대 대선 보수 정당 후보 중 최고다","사실","","","","","","","","","","","","",""
"정책공약집에 공약별 예산이나 재정계획 낸 사람 없다","사실","","","","","","","","","","","","",""
"공동주택 화장실에서 흡연 가능하다","사실","","","","","","","","","","","","",""
"우크라이나 전쟁에 참전하면 처벌받는다","사실","","","","","","","","","","","","",""
"이재명 후보가 '증세는 자폭행위'라고 했다","사실","","","","","","","","","","","","",""
"메시, 이강인 무시한 중국 기자에게 불쾌감 나타냈다","거짓","","","","","","","","","","","","",""
"프랑스 시위는 우크라이나 전쟁과 관련이 있다","거짓","","","","","","","","","","","","",""
"원전 주변에 방사능 세슘 범벅 '우럭'이 나와 국민의 안전과 생명이 위험하다","거짓","","","","","","","","","","","","",""
"일본 모든 언론에서 오염수 기사가 다 사라졌다","거짓","","","","","","","","","","","","",""
"차별금지법 제정 후 혐오 발언하면 처벌받는다","거짓","","","","","","","","","","","","",""
"촛불행동 포스터에 북한 인민군복 사진 사용했다","거짓","","","","","","","","","","","","",""
"소고기 먹고 광우병 걸린 사람이 전 세계 수십만명 있다","거짓","","","","","","","","","","","","",""
"논란의 '노란봉투법', 해외에는 파업 후 손해배상 없다","거짓","","","","","","","","","","","","",""
"후쿠시마 오염수 방출에 따라 한국 해역에 오염수가 도달하여 천일염이 오염될 수 있다","거짓","","","","","","","","","","","","",""
"불황에 복권 판매 증가한다","거짓","","","","","","","","","","","","",""
"간호법 제정으로 간호사의 처우가 개선될 수 있다","거짓","","","","","","","","","","","","",""
"대통령실 용산 이전이 주변 교통 체증 불렀다","거짓","","","","","","","","","","","","",""
"미성년자의제강간죄 피해자 대부분은 13세 미만이다","거짓","","","","","","","","","","","","",""
"이동관 자녀 학교폭력 사건은 담임교사가 자체 해결할 수 있는 사안이었다","거짓","","","","","","","","","","","","",""
"한국 실업급여 50% 이상은 조선족이 받아간다","거짓","","","","","","","","","","","","",""
"민식이법' 시행으로 스쿨존 사고가 줄었다","거짓","","","","","","","","","","","","",""
"집회 시설물 설치 시 도로점용하려면 지자체 별도 허가 필요하다","거짓","","","","","","","","","","","","",""
"해외 선진국이 외국인 최저임금을 내국인과 달리 책정하고 있다","거짓","","","","","","","","","","","","",""
"미성년자의제강간죄 가해자는 대부분 오프라인에서 평소 알고 지내던 사이다","거짓","","","","","","","","","","","","",""
"토지거래허가제는 재산권 침해다","거짓","","","","","","","","","","","","",""
"문재인 정부 5년 동안 여론조사 기관 79곳이 새로 생겼다","거짓","","","","","","","","","","","","",""
"천문학적인 한전 적자는 탈원전 정책 탓이다","거짓","","","","","","","","","","","","",""
"대통령실에서 서울시 경계경보를 발령했다","거짓","","","","","","","","","","","","",""
"노란봉투법 통과되면 노조가 불법행위 해도 손해배상 할 수 없다","거짓","","","","","","","","","","","","",""
"김영진 민주당 의원의 '노란봉투법 법사위 해태' 발언은 거짓이다","거짓","","","","","","","","","","","","",""
"월 소득 1천만원 가구도 학자금 무이자 대출 혜택 받는다","거짓","","","","","","","","","","","","",""
"대졸은 간호조무사 못한다","거짓","","","","","","","","","","","","",""
"선분양제도는 우리나라에만 유일하게 존재한다","거짓","","","","","","","","","","","","",""
"전두환씨가 5·18 피해자와 유가족을 위로했다","거짓","","","","","","","","","","","","",""
"용산공원 시범개방 때 이용시간 제한한 적 없다","거짓","","","","","","","","","","","","",""
"문재인 정부 임대차 3법이 전세 사기 원인이다","거짓","","","","","","","","","","","","",""
"미국이 핵무장한 핵잠수함으로 한반도에 들어오지 않는다","거짓","","","","","","","","","","","","",""
"검수완박법 입법 과정에서 민형배 의원의 민주당 탈당에 대한 헌재 판단 없었다","거짓","","","","","","","","","","","","",""
"우리 초등학교 교과서가 일본 교과서보다 강제노동의 역사를 더 충실하게 기록하고 있다","거짓","","","","","","","","","","","","",""
"국내산과 일본산 멍게는 외형상 차이가 뚜렷하다","거짓","","","","","","","","","","","","",""
"윤 대통령 WP 인터뷰 발언, '일본이 받아들일 수 없다'로 해석해야 한다","거짓","","","","","","","","","","","","",""
"지방공항 활주로에서 고추 말린 적 있다","거짓","","","","","","","","","","","","",""
"후쿠시마산 멍게가 국내에 팔리고 있다","거짓","","","","","","","","","","","","",""
"세월호 피해자 의료지원금 엉뚱하게 쓰인다","거짓","","","","","","","","","","","","",""
"미성년 학폭 피해자가 원치 않으면 부모가 가해자를 고소할 수 없다","거짓","","","","","","","","","","","","",""
"야생동물전시 규제법은 없다","거짓","","","","","","","","","","","","",""
"민주당 양곡관리법 개정 입장, 여당일 때 야당일 때 달랐다","거짓","","","","","","","","","","","","",""
"후쿠시마 오염수 방류, 국제적·과학적으로 문제없다","거짓","","","","","","","","","","","","",""
"역대 최저인 2022년 국민연금 수익률(-8.22%)은 국민연금공단 기금운용본부가 전북 전주에 있는 탓이다","거짓","","","","","","","","","","","","",""
"일본 언론에서 대통령을 '씨'로 지칭하는 건 하대하는 것이다","거짓","","","","","","","","","","","","",""
"삼겹살을 먹으면 체내에 쌓인 미세먼지를 배출하는데 도움이 된다","거짓","","","","","","","","","","","","",""
"외국인 가사도우미를 최저임금 적용에서 제외하는 법안은 국제노동기구(ILO) 국제협약 위반도 아니고 외국인 국적 차별에 해당되지도 않는다","거짓","","","","","","","","","","","","",""
"노무현 대통령은 징용 피해자 보상금 대위 지급하는 법률 만들었다","거짓","","","","","","","","","","","","",""
"성범죄자 화학적 거세, 오히려 추가 범죄 야기한다","거짓","","","","","","","","","","","","",""
"무기명 비밀투표하는 나라 많지 않다","거짓","","","","","","","","","","","","",""
"대법원 강제징용 배상판결은 한 대법관이 독립운동하듯 내렸다","거짓","","","","","","","","","","","","",""
"일본 강제동원 피해, 강제노동 규정 조약상 ‘강제노동’ 아니다","거짓","","","","","","","","","","","","",""
"유관순은 허구인물이다","거짓","","","","","","","","","","","","",""
"일본에게 사죄, 배상하라고 악쓰는 나라 한국 말고 없다","거짓","","","","","","","","","","","","",""
"포털 사이트에 극단적인 선택 방법을 검색하면 경찰이 수사를 한다","거짓","","","","","","","","","","","","",""
"우크라이나 에델바이스 부대는 나치즘의 흔적이다","거짓","","","","","","","","","","","","",""
"노조가 정부 보조금 사용 내역 공개를 거부했다","거짓","","","","","","","","","","","","",""
"같은 경기도라도 전부 수도권은 아니다","거짓","","","","","","","","","","","","",""
"탄핵소추하려면 형사상 수사·기소가 먼저 있어야 한다","거짓","","","","","","","","","","","","",""
"북한 유튜버 동영상, 보기만 해도 국가보안법 위반이다","거짓","","","","","","","","","","","","",""
"베트남전에서 한국군에 의한 민간인 학살은 없었다","거짓","","","","","","","","","","","","",""
"김재철 사장 시절 MBC 언론노조 파업은 불법이다","거짓","","","","","","","","","","","","",""
"제주 4·3사건이 북한 김일성 지시로 촉발됐다","거짓","","","","","","","","","","","","",""
"챗GPT가 쓴 추리소설을 책으로 출판하면 저작권법 위반이다","거짓","","","","","","","","","","","","",""
"김건희 여사' 특검을 도입하기 위한 요건이 성립하지 않는다","거짓","","","","","","","","","","","","",""
"2055년 국민연금 고갈되면 연금을 돌려받을 수 없다","거짓","","","","","","","","","","","","",""
"한국의 중국인 비자 제한은 과학적 방역이다","거짓","","","","","","","","","","","","",""
"성남FC 의혹, 이미 수년간 수사 끝에 무혐의로 처분됐다","거짓","","","","","","","","","","","","",""
"윤석열 대통령이 국민의힘에 내는 당비 300만 원은 정해져 있는 것 아니다","거짓","","","","","","","","","","","","",""
"지하철 역사에서도 마스크 의무 착용이 유지된다","거짓","","","","","","","","","","","","",""
"집값 급등은 정부 정책 탓이고, 집값 하락은 금리 탓이다","거짓","","","","","","","","","","","","",""
"일회용 마스크 착용하면 미세플라스틱 때문에 폐가 손상된다","거짓","","","","","","","","","","","","",""
"한국은 국회의원이 많은 편이다","거짓","","","","","","","","","","","","",""
"북한 무인기 우리 영공 침범 후 우리 군의 맞대응은 정전협정 위반이다","거짓","","","","","","","","","","","","",""
"윤석열 대통령은 신년 기자회견을 패스한 유일한 대통령이다","거짓","","","","","","","","","","","","",""
"새로운 '소비기한 표시제'선 음식 먹고 탈나면 기업 책임 없다","거짓","","","","","","","","","","","","",""
"6월부터 '만 나이'로 통일되면 정년 더 늦춰진다","거짓","","","","","","","","","","","","",""
"코로나 XBB 변이가 복통·설사 유발한다","거짓","","","","","","","","","","","","",""
"네이버가 클라우드에 저장한 내 사진을 들여다본다","거짓","","","","","","","","","","","","",""
"경기도 분도 정책(경기북부특별자치도)에 북부가 반대한다","거짓","","","","","","","","","","","","",""
"박근혜 정부 때 정규직-비정규직 임금격차 10만~20만 원도 안 났다","거짓","","","","","","","","","","","","",""
"‘마약 청정국’은 국제적으로 통용되는 공식적 개념이다","거짓","","","","","","","","","","","","",""
"민주당의 산업은행 부산 이전 반대는 민주노총 탓이다","거짓","","","","","","","","","","","","",""
"소주 맛, 제조공장에 따라 달거나 쓰다","거짓","","","","","","","","","","","","",""
"문재인 때는 서울이 북한의 과녁은 아니었다","거짓","","","","","","","","","","","","",""
"아르헨티나를 이긴 사우디아라비아 축구 대표팀이 포상으로 롤스로이스를 받는다","거짓","","","","","","","","","","","","",""
"내년도 노인 일자리 수와 예산이 줄었다","거짓","","","","","","","","","","","","",""
"국내 전기차 보조금, 테슬라가 싹쓸이했다","거짓","","","","","","","","","","","","",""
"이태원 참사 당일 서울 시내 모든 경찰 기동대가 촛불집회에 질서 투입됐다","거짓","","","","","","","","","","","","",""
"대통령 배우자가 외교 활동 중 타인의 팔짱을 낀 적이 없다","거짓","","","","","","","","","","","","",""
"식품 겉면 “판매 1위 (하고 싶다)” 문구는 표시광고법 위반이다","거짓","","","","","","","","","","","","",""
"코로나 XBB 변이는 델타보다 5배 독하고 치명적이다","거짓","","","","","","","","","","","","",""
"한국은 세계에서 인구 대비 코로나19 확진자 수가 가장 많은 국가로 집계됐다","거짓","","","","","","","","","","","","",""
"미국에서는 대통령이 무능하더라도 탄핵 대상이 된다","거짓","","","","","","","","","","","","",""
"기자의 대통령 전용기 탑승은 막대한 국민 세금이 들어가는 취재 편의다","거짓","","","","","","","","","","","","",""
"대통령의 국회 시정연설은 노태우 정부 때 시작됐다","거짓","","","","","","","","","","","","",""
"주최 측 없는 행사 법 미비로 인원 통제 못 한다","거짓","","","","","","","","","","","","",""
"주최자가 없는 행사 개최는 거의 유례가 없다","거짓","","","","","","","","","","","","",""
"이태원 참사 현장에 우려할 정도로 많은 인파가 모였던 것은 아니었다","거짓","","","","","","","","","","","","",""
"핼러윈 행사 주최자가 없기 때문에 정부의 책임이 없다","거짓","","","","","","","","","","","","",""
"주최자 없이 사람들이 모인 경우 선제적인 안전 관리 어렵다","거짓","","","","","","","","","","","","",""
"헌법상 尹 대통령 탄핵절차 밟는 상황까지 갈 수 있다","거짓","","","","","","","","","","","","",""
"샤인머스캣이 성조숙증 유발한다","거짓","","","","","","","","","","","","",""
"국정감사장에서 피켓 시위를 하는 것은 불법이다","거짓","","","","","","","","","","","","",""
"국회 시정연설에 야당이 추가조건 붙인 적은 헌정사상 없다","거짓","","","","","","","","","","","","",""
"UN 국가별 수질 지수 순위에서 한국의 수돗물 품질 순위는 전 세계 122개국 중 8위다","거짓","","","","","","","","","","","","",""
"야당 중앙당사 압수수색은 사상 초유의 일이다","거짓","","","","","","","","","","","","",""
"한국 메모리 반도체 세계 1위는 착시현상이다","거짓","","","","","","","","","","","","",""
"카카오 먹통, 대응하는 직원은 무급 노동했다","거짓","","","","","","","","","","","","",""
"국내 소부장 자립화를 위해 천문학적인 돈을 부었지만 중국 의존도만 높아지는 결과 초래했다","거짓","","","","","","","","","","","","",""
"성남FC 불법 후원금 의혹은 무혐의 처분된 사건이다","거짓","","","","","","","","","","","","",""
"누리호를 대륙간탄도미사일(ICBM)로 사용할 수 있다","거짓","","","","","","","","","","","","",""
"소아청소년과 기피현상이 병원 '오픈런' 불렀다","거짓","","","","","","","","","","","","",""
"중금속 위험을 줄이려면 녹차 티백을 2분 이상 우려내면 안 되고, 당면은 10분 이상, 국수는 5분 동안 삶아야 한다","거짓","","","","","","","","","","","","",""
"목조 건물은 화재시 더 위험하다","거짓","","","","","","","","","","","","",""
"짜게 먹어도 오래 산다","거짓","","","","","","","","","","","","",""
"북한에서 소개한 민간요법이 실제 독감 치료에도 효과가 있다","거짓","","","","","","","","","","","","",""
"축구협회가 선수들보다 월드컵 배당금 더 가져간다","거짓","","","","","","","","","","","","",""
"윤석열 대통령의 특별사면 단행은 무원칙이다","거짓","","","","","","","","","","","","",""
"우리나라 국민 행복 수준은 세계 하위권이다","거짓","","","","","","","","","","","","",""
"수능 난이도 높을수록 단기적인 사교육비 증가한다","거짓","","","","","","","","","","","","",""
"한국의 연평균 노동시간은 OECD 평균보다 300시간 더 많다","거짓","","","","","","","","","","","","",""
"택배노조를 허용하는 나라는 없다","거짓","","","","","","","","","","","","",""
"국내 체류 중국인의 건강보험 혜택이 중국에 있는 한국인이 받는 것보다 더 많다","거짓","","","","","","","","","","","","",""
"이제 교과서에서만 수능 문제 나온다","거짓","","","","","","","","","","","","",""
"모기는 세상에 불필요한 생명체다","거짓","","","","","","","","","","","","",""
"건강보험기금이 외국인에게 줄줄 새고 있다","거짓","","","","","","","","","","","","",""
